20000101
30.057,13.861
29.266,14.720
29.467,13.650
28.675,13.283
28.394,11.326
28.951,12.138
29.744,12.243
30.437,10.222
30.787,9.491
32.071,12.575
31.461,14.631
28.680,11.555
25.504,11.963
24.971,10.574
24.284,8.911
24.917,8.486
27.499,9.765
30.988,13.136
31.155,11.395
30.619,10.696
25.817,10.377
28.169,10.070
29.913,12.652
29.978,12.517
31.080,11.381
30.540,14.014
27.618,14.915
27.576,11.617
30.411,11.289
31.875,12.796
29.252,8.258
28.627,10.092
29.105,12.585
28.361,8.310
27.292,11.212
24.003,10.767
26.595,9.848
27.917,12.013
28.854,13.022
28.298,12.833
27.514,11.089
25.204,11.174
25.349,8.857
26.382,10.914
26.741,11.164
28.401,10.313
30.468,13.058
29.324,12.578
29.619,11.014
30.400,14.157
31.532,17.054
30.858,16.022
30.596,15.524
31.055,17.480
28.460,19.364
30.465,15.332
31.014,12.787
33.428,11.937
34.412,13.829
36.226,14.554
36.563,16.640
35.214,16.751
34.346,15.655
31.959,14.572
32.388,12.408
32.621,14.694
29.665,12.729
31.419,16.453
33.616,15.459
34.286,13.259
35.331,15.464
33.135,15.892
31.916,14.609
32.842,15.528
33.511,15.648
33.914,16.035
34.231,15.454
35.116,13.642
35.425,15.941
36.394,17.528
35.749,15.585
35.041,17.493
34.190,17.589
34.793,18.736
36.054,19.248
37.502,20.549
39.101,21.957
38.556,20.509
39.519,21.770
40.372,22.530
39.839,22.819
40.218,24.721
41.215,21.800
40.748,18.123
41.432,20.819
41.581,18.802
41.313,21.041
40.294,18.283
39.610,21.815
41.399,19.398
41.708,22.045
42.674,21.030
42.910,21.724
42.391,23.089
40.773,20.271
41.427,21.078
41.504,20.403
41.774,20.461
41.558,19.966
42.231,22.361
41.535,21.845
40.803,22.015
40.327,21.822
40.919,23.646
40.836,23.379
42.082,23.680
43.045,24.232
42.852,24.135
42.675,25.030
42.749,25.346
42.374,25.512
42.391,23.661
43.793,23.667
43.524,23.905
42.599,23.068
43.388,22.696
43.288,27.319
42.766,25.577
42.596,26.317
42.313,26.127
42.095,26.278
41.093,28.254
39.737,27.304
37.544,24.307
38.277,24.948
39.950,26.189
40.408,27.020
39.395,25.917
41.095,26.101
40.595,25.899
40.846,26.896
42.252,26.274
43.245,27.725
42.369,27.259
41.958,27.332
41.674,26.743
41.490,26.588
41.945,26.387
41.720,26.459
41.996,28.351
39.227,28.696
38.742,27.996
41.728,27.881
42.148,27.524
42.570,28.358
43.491,29.921
41.783,29.408
45.603,29.573
45.349,31.285
44.174,28.682
44.148,28.906
42.646,27.530
42.449,27.127
42.147,27.227
40.626,27.752
40.410,27.580
40.352,27.084
41.755,27.056
41.651,26.373
42.426,25.783
42.695,26.223
41.973,27.374
40.528,27.833
38.698,26.961
39.571,26.719
39.614,25.913
39.590,26.187
39.480,25.757
39.866,26.286
39.855,27.361
40.186,27.458
40.180,28.555
36.431,26.950
31.111,26.423
37.985,25.097
34.194,26.552
37.270,26.202
38.581,27.106
37.998,27.322
34.502,26.787
34.270,27.134
36.403,26.307
34.104,26.522
36.257,26.817
33.948,26.954
28.553,24.692
25.131,23.588
28.280,23.731
30.842,23.793
33.188,24.252
32.451,24.184
34.907,23.997
27.042,24.112
29.667,23.402
32.944,23.812
35.102,23.305
35.256,23.455
36.507,23.541
37.487,24.283
38.023,24.664
30.338,26.401
33.816,25.967
36.609,25.254
36.509,25.874
36.294,25.373
33.004,24.139
34.767,23.958
37.192,23.640
37.669,24.830
38.540,24.693
37.014,26.465
37.963,26.566
36.716,26.986
35.810,25.417
35.419,26.825
29.257,25.130
29.343,23.854
30.491,24.233
31.816,23.246
26.888,24.577
33.325,24.065
27.201,22.878
27.020,23.630
29.744,23.270
34.760,23.151
37.699,24.419
36.062,25.291
37.701,27.254
37.755,26.773
34.002,24.926
33.528,25.040
34.140,24.678
33.171,25.250
27.175,24.883
30.329,24.015
33.600,24.657
36.435,24.019
33.775,23.367
28.604,24.235
35.799,22.019
34.249,22.294
35.980,21.730
35.486,22.514
36.003,22.275
35.596,21.779
35.708,20.743
36.389,20.711
37.672,21.999
37.200,21.792
34.532,21.643
36.864,20.455
35.438,19.689
36.131,20.998
36.775,20.131
40.229,22.996
38.978,22.881
36.887,25.047
38.595,24.493
38.132,21.884
38.223,23.690
39.173,21.959
40.441,23.648
39.644,23.935
39.824,19.626
40.950,21.949
40.000,22.356
40.998,25.541
40.539,22.203
41.754,20.612
39.785,20.414
39.313,23.021
37.850,24.941
33.228,20.759
39.921,21.729
39.466,23.284
38.427,22.214
37.967,23.084
37.571,23.067
38.455,16.389
39.806,21.097
40.817,20.504
39.921,20.041
39.697,22.522
39.274,18.974
39.182,18.099
37.077,15.854
35.943,15.653
35.541,16.895
36.182,18.242
36.570,17.720
37.417,21.794
37.911,20.643
37.130,19.662
36.964,18.811
35.833,16.668
35.557,17.670
35.937,20.097
35.035,18.825
35.965,19.285
35.094,18.576
33.845,17.523
34.076,15.945
34.510,18.155
